sampling_location,duplicate_sample,sample_date,sample_time,weather_condition_dry_or_wet,top_sample_temperature_c,bottom_sample_temperature_c,site_actual_depth_ft,top_sample_depth_ft,bottom_sample_depth_ft,top_salinity_psu,bottom_salinity_psu,top_conductivity_s_m,bottom_conductivity_s_m,ctd_conductivity_temperature_depth_profiler_top_dissolved_oxygen_mg_l,ctd_conductivity_temperature_depth_profiler_bottom_dissolved_oxygen_mg_l,percentage_o2_saturation_top_sample,percentage_o2_saturation_bottom_sample,light_trans_transparency_top_sample,light_trans_transparency_bottom_sample,top_sigma_t_kg_m3,bottom_sigma_t_kg_m3,top_fluorometer_mg_m3,bottom_fluorometer_mg_m3,ctd_conductivity_temperature_depth_profiler_ph_top_sample,ctd_conductivity_temperature_depth_profiler_ph_bottom_sample,top_sample_photosysthetically_active_radiation_reference_400_700nm_light_ue_s,top_sample_par_ue_s_m2,bottom_sample_par_ue_s_ue_s_m2,oxidation_reduction_potential_mv_top_sample,oxidation_reduction_potential_mv_bottom_sample,current_speed_knot,current_direction_current_direction,wind_speed_mph,wind_direction_wind_direction,sea_state,winkler_method_top_dissolved_oxygen_mg_l,winkler_method_bottom_dissolved_oxygen_mg_l,secchi_depth_ft,top_ph,bottom_ph,top_total_coliform_cells_100_ml,top_bottom_coliform_cells_100_ml,fecal_coliform_top_sample_less_than_or_greater_than_result,fecal_coliform_bottom_sample_less_than_or_greater_than_result,top_fecal_coliform_bacteria_cells_100ml,bottom_fecal_coliform_bacteria_cells_100ml,enterococcus_top_sample_less_than_or_greater_than_result,enterococcus_bottom_sample_less_than_or_greater_than_result,top_enterococci_bacteria_cells_100ml,bottom_enterococci_bacteria_cells_100ml,top_nitrate_nitrite_mg_l,bottom_nitrate_nitrite_mg_l,top_ammonium_mg_l,bottom_ammonium_mg_l,top_ortho_phosphorus_mg_l,bottom_ortho_phosphorus_mg_l,top_total_kjeldhal_nitrogen_mg_l,bottom_total_kjeldhal_nitrogen_mg_l,top_silica_mg_l,bottom_silica_mg_l,total_phosphorus_mg_l,bottom_total_phosphorus_mg_l,top_total_suspended_solid_mg_l,bottom_total_suspended_solid_mg_l,top_active_chlorophyll_a_g_l,bottom_active_chlorophyll_a_g_l,chlorophyll_top_sample_field_u_l_ysi,chlorophyll_bottom_sample_field_u_l_ysi,top_total_organic_carbon_mg_l,top_dissolved_organic_carbon_mg_l,bottom_dissolved_organic_carbon_mg_l,top_dissolved_organic_carbon_ysi_mg_l,bottom_dissolved_organic_carbon_ysi_mg_l,top_sample_depth_ysi_ft,bottom_depth_ysi_ft,top_sample_salinity_ysi_psu,bottom_sample_salinity_ysi_psu,top_sample_temperature_ysi_c,bottom_sample_temperature_ysi_c,top_bacteria_per_c_c_1909,bottom_bacteria_per_c_c_1909,top_beam_attenuation_coefficient,bottom_beam_attenuation_coefficient,top_five_day_biochemical_oxygen_demand_mg_l,bottom_five_day_biochemical_oxygen_demand_mg_l,top_pcb_plate_count_thous_ml,bottom_pcb_plate_count_thous_ml,top_coliform_log_no_ml,bottom_coliform_log_no_ml,oakwood_bod_top_sample_mg_l,oakwood_bod_bottom_sample_mg_l,oakwood_total_suspended_solid_top_sample_mg_l,oakwood_total_suspended_solid_bottom_sample_mg_l,top_turbidity_nephelometric_turbidity_units,bottom_turbidity_ysi_nephelometric_turbidity_units,sampling_comment,long,lat,type
J3,D,2021-08-02T00:00:00.000,1:50 PM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.35,6.96,,,7.75,,,,,38,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.88283,"40.627,",Provisional
J3,,2021-08-02T00:00:00.000,1:50 PM,D,23.88,23.43,35.00,3,32,27.63,27.85,4.20,4.2,7.10,6.19,98.5,85.3,64.4,69.2,18.10,18.40,13.44,10.39,8.09,8.03,2058,2794,1,2.707E+02,2.774E+02,1.0,E,10.00,N,1,7.55,7.35,3.5,8.06,8.06,,,,,24,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.88283,"40.627,",Provisional
J9A,,2021-08-02T00:00:00.000,1:41 PM,D,23.94,23.70,21.00,3,19,27.56,27.71,4.20,4.2,6.40,6.11,88.9,84.6,65.0,67.1,18.04,18.22,12.49,10.30,8.06,8.03,668,569,3,2.632E+02,2.666E+02,1.2,E,10.00,N,1,6.82,6.89,3.0,8.06,8.03,,,,,56,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.87367,"40.63383,",Provisional
JA1,,2021-08-02T00:00:00.000,12:34 PM,D,24.88,24.51,31.00,3,25,25.89,26.53,4.04,4.10,7.52,3.82,105.2,53.2,51.3,72.6,16.51,17.09,15.89,7.83,8.11,7.91,2213,2922,2,2.402E+02,2.447E+02,0.6,W,9.00,N,1,7.74,5.63,2.5,8.12,7.83,,,E,,40,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.813,"40.643,",Provisional
J10,,2021-08-02T00:00:00.000,2:24 PM,D,23.88,23.40,22.00,3,26,27.67,27.92,4.21,4.2,7.44,5.93,103.3,81.7,61.6,67.9,18.14,18.46,13.41,9.43,8.09,8.00,2163,3058,3,2.735E+02,2.779E+02,1.0,E,10.00,N,1,7.56,6.67,3.0,8.09,8.04,,,,,13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.89472,"40.62167,",Provisional
N16,,2021-08-02T00:00:00.000,10:30 AM,D,20.99,17.42,23.00,3,21,28.89,31.14,4.12,4.1,6.50,4.06,86.4,51.0,81.3,91.9,19.85,22.46,4.05,1.29,7.86,7.78,1918,2049,187,2.330E+02,2.362E+02,1.1,NW,10.00,W,2,6.81,5.12,8.5,7.88,7.72,,,,,104,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.943667,"40.529667,",Provisional
TB2,,2021-08-02T00:00:00.000,11:51 AM,D,24.63,24.83,20.00,3,16,24.77,26.50,3.87,4.12,5.18,4.79,71.7,67.2,73.5,75.9,15.74,16.98,6.48,7.79,7.78,7.80,2214,2341,67,2.243E+02,2.259E+02,0.5,E,9.00,N,1,5.62,5.61,4.0,7.71,7.63,,,,,92,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.73333,"40.642333,",Provisional
BB4,,2021-08-02T00:00:00.000,12:59 PM,D,25.34,24.44,19.00,3,16,25.26,26.45,3.99,4.09,7.30,4.41,102.6,61.5,49.0,69.1,15.90,17.06,16.29,10.79,8.05,7.97,2298,3011,32,2.568E+02,2.641E+02,1.2,N,10.00,N,1,6.99,6.71,3.0,8.02,8.02,,,E,,40,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.823160,"40.651560,",Provisional
J5,,2021-08-02T00:00:00.000,11:19 AM,D,24.04,24.01,18.00,3,15,26.98,26.98,4.13,4.1234725,5.91,5.87,82.0,81.4,66.0979,66.4,17.57,17.58,11.86,12.45,7.99,8.00,2017,2067,43,2.209E+02,2.220E+02,0.5,W,10.00,N,1,6.24,6.38,3.5,7.96,7.95,,,,,200,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.809,"40.59767,",Provisional
J7,,2021-08-02T00:00:00.000,1:06 PM,D,24.82,24.42,26.00,3,24,26.19,26.28,4.08,4.06,7.24,5.50,101.4,76.4,54.7,62.0,16.75,16.94,15.54,13.97,8.09,8.04,2099,1474,1,2.571E+02,2.610E+02,1.0,E,10.00,N,1,7.36,7.19,3.0,8.10,8.06,,,E,,32,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.82083,"40.64533,",Provisional
J8,,2021-08-02T00:00:00.000,1:21 PM,D,24.29,24.04,30.00,3,19,26.75,27.10,4.12,4.14,7.41,5.86,103.2,81.4,56.0,65.1,17.33,17.66,14.63,10.28,8.14,8.08,2197,2957,12,2.663E+02,2.719E+02,1.2,E,10.00,N,1,7.61,7.13,3.0,8.12,8.04,,,,,164,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.82083,"40.64533,",Provisional
N9,,2021-08-02T00:00:00.000,10:07 AM,D,20.09,19.26,16.00,3,15,27.62,28.78,3.88,4.0,6.04,5.24,78.3,67.3,81.2,82.1,19.12,20.21,3.65,5.30,7.79,7.76,1809,2258,179,2.871E+02,2.917E+02,1.0,E,10.00,NW,1,6.09,6.07,8.0,7.87,7.85,,,,,260,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.983333,"40.568333,",Provisional
E11,,2021-08-03T00:00:00.000,11:07 AM,D,22.28,,8.00,3,,25.00,,3.72,,7.65,,101.8,,43.7,,16.56,,17.22,,7.96,,1230,1353,,2.294E+02,,0.7,S,4.00,E,1,11.91,,2.0,8.14,,,,,,21,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.764200,"40.787660,",Provisional
H3,,2021-08-03T00:00:00.000,2:09 PM,D,22.56,22.52,19.00,3,17,18.75,18.85,2.88,2.9,4.68,4.63,60.4,59.6,73.1,72.0,11.77,11.86,1.81,1.86,7.60,7.65,1562,1527,35,2.512E+02,2.548E+02,1.0,S,3.00,NW,1,5.74,5.46,3.0,7.45,7.47,,,,,62,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.93383,"40.828,",Provisional
E10,,2021-08-03T00:00:00.000,10:31 AM,D,21.42,20.13,84.00,3,81,26.03,27.23,3.79,3.8,5.13,1.15,67.6,14.9,64.3,77.3,17.57,18.82,14.61,2.15,7.53,7.47,1122,1177,0,1.956E+02,2.034E+02,1.0,S,5.00,E,1,8.06,2.05,3.0,7.70,7.38,,,,,48,,E,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.766020,"40.842160,",Provisional
FLC2,,2021-08-03T00:00:00.000,12:47 PM,D,22.77,22.04,12.00,3,13,23.03,23.74,3.49,3.5,3.81,3.76,50.6,49.4,61.1,69.8,14.95,15.67,11.00,4.69,7.49,7.55,1005,1189,36,1.956E+02,2.034E+02,0.4,S,5.00,N,1,4.44,4.80,2.5,7.42,7.42,,,,,2000,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.842833,"40.765000,",Provisional
E6,D,2021-08-03T00:00:00.000,1:16 PM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.20,4.40,3.5,,,,,,,56,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.86083,"40.7855,",Provisional
WC3,,2021-08-03T00:00:00.000,11:55 AM,D,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,0.4,N,2.00,E,1,,,,7.26,,,,,,66,,,,5,,,,,,,,,,,,,,,,,,2.81,,,,,3.99,,,,24.80,,22.40,,,,,,,,,,,,,,,,2.61,,,-73.84319,"40.81507,",Provisional
E14,,2021-08-03T00:00:00.000,12:04 PM,D,22.03,21.06,19.00,3,24,23.61,25.81,3.51,3.7,4.17,2.42,54.7,31.6,78.3,77.2,15.58,17.50,3.08,3.93,7.48,7.47,1157,1647,22,2.283E+02,2.323E+02,2.0,W,5.00,SE,1,5.71,4.67,5.0,7.44,7.43,,,,,12,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.864400,"40.799760,",Provisional
N5,,2021-08-03T00:00:00.000,4:48 PM,D,23.25,17.98,50.80,3,46,11.74,28.85,1.90,3.9,7.15,4.36,89.5,54.7,62.4,50.2,6.32,20.57,6.40,2.41,7.84,7.66,1349,1845,0,2.695E+02,2.867E+02,1.8,S,6.00,S,1,8.02,5.78,3.5,7.76,7.63,,,,,37,,,,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,"40.7045,",Provisional
LN1,,2021-08-03T00:00:00.000,10:57 AM,D,22.81,,9.00,3,,24.69,,3.72,,9.34,,125.1,,37.1,,16.19,,17.86,,8.08,,1234,1321,,2.210E+02,,0.6,S,5.00,SE,1,13.29,,2.0,8.19,,,,,,8,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.760833,"40.778000,",Provisional
N4,,2021-08-03T00:00:00.000,5:09 PM,D,24.19,19.22,44.00,3,41,5.06,26.99,0.89,3.7,8.45,4.25,103.7,54.1,54.5,53.0,1.07,18.86,9.77,2.01,8.06,7.67,1529,1800,0,2.603E+02,2.844E+02,1.5,S,5.00,NE,1,9.93,5.46,2.5,7.94,7.62,,,,,17,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.005833,"40.7645,",Provisional
E13,,2021-08-03T00:00:00.000,12:04 PM,D,,,11.30,,,,,,,,,,,,,,,,,,,,,,,,0.4,N,2.00,E,1,,,,7.27,,,,,,9,,E,,6,,,,,,,,,,,,,,,,,,2.32,,,,,4.14,,,,25.08,,21.83,,,,,,,,,,,,,,,,1.01,,,-73.84111,"40.80611,",Provisional
BR5,,2021-08-03T00:00:00.000,11:53 AM,D,21.74,21.58,8.00,3,9,23.51,24.06,3.48,3.5,2.61,1.62,34.0,21.1,43.0,55.9,15.58,16.04,18.33,17.13,7.48,7.50,1126,1384,12,1.302E+02,1.359E+02,0.5,S,3.00,S,1,5.73,,3.0,7.49,,,,,,176,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.871140,"40.813630,",Provisional
E6,,2021-08-03T00:00:00.000,1:16 PM,D,22.22,21.17,20.00,3,17,23.85,25.65,3.56,3.7,5.05,2.71,66.6,35.4,65.7,77.8,15.71,17.34,6.13,2.86,7.51,7.53,1432,1942,37,2.233E+02,2.298E+02,0.2,S,5.00,NE,1,5.40,5.05,4.0,7.49,7.45,,,,,54,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.86083,"40.7855,",Provisional
FLC1,,2021-08-03T00:00:00.000,12:39 PM,D,23.04,22.97,10.00,3,6,21.36,22.27,3.27,3.4,1.97,2.19,26.0,29.0,46.9,54.0,13.61,14.32,14.75,13.98,7.52,7.54,946,1128,210,1.597E+02,1.725E+02,0.5,S,4.00,N,1,4.22,,1.5,7.39,,,,,,2500,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.836667,"40.762167,",Provisional
HR03,,2021-08-03T00:00:00.000,10:41 AM,D,,,10.00,,,,,,,,,,,,,,,,,,,,,,,,0.6,N,2.00,E,1,,,,7.52,,,,,,580,,,,156,,,,,,,,,,,,,,,,,,95.08,,,,,5.38,,,,23.94,,23.46,,,,,,,,,,,,,,,,4.43,,"Red brownish water,a lot of dead fish",-73.82087,"40.88087,",Provisional
E7,,2021-08-03T00:00:00.000,11:33 AM,D,21.29,20.58,44.00,3,50,25.53,26.63,3.71,3.8,3.10,1.69,40.6,22.0,77.9,74.3,17.22,18.24,4.61,2.49,7.44,7.43,1088,1178,0,2.321E+02,2.371E+02,2.2,W,2.00,N,1,4.34,2.56,5.0,7.46,7.40,,,,,14,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8205,"40.805,",Provisional
E12,D,2021-08-03T00:00:00.000,11:00 AM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,8,,<,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.80945,"40.85444,",Provisional
WC2,,2021-08-03T00:00:00.000,11:36 AM,D,,,9.50,,,,,,,,,,,,,,,,,,,,,,,,0.3,N,2.00,E,1,,,,6.88,,,,,,210,,,,66,,,,,,,,,,,,,,,,,,2.02,,,,,0.92,,,,24.22,,23.32,,,,,,,,,,,,,,,,3.75,,,-73.83984,"40.83888,",Provisional
E2,,2021-08-03T00:00:00.000,9:22 AM,D,22.18,22.19,57.00,3,51,20.44,20.49,3.09,3.1,4.48,4.44,57.8,57.3,75.8,75.2,13.15,13.18,1.74,1.71,7.49,7.50,893,993,0,1.971E+02,1.960E+02,2.8,S,3.00,E,1,5.01,5.41,4.5,7.43,7.44,,,,,200,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.970260,"40.735950,",Provisional
N3B,,2021-08-03T00:00:00.000,5:29 PM,D,24.29,19.95,60.00,3,53,3.79,26.06,0.68,3.7,8.32,4.10,101.5,52.6,57.3,56.9,0.08,17.97,8.70,1.63,8.04,7.62,723,731,0,2.743E+02,3.018E+02,3.0,N,5.00,NE,1,8.61,5.37,2.5,7.83,7.59,,,,,14,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.96533,"40.82083,",Provisional
FB1,,2021-08-03T00:00:00.000,1:04 PM,D,22.39,21.61,19.00,3,18,23.60,24.46,3.54,3.6,5.09,3.25,67.4,42.6,61.5,71.2,15.48,16.33,4.24,2.41,7.51,7.53,1212,1529,11,2.291E+02,2.327E+02,0.1,S,4.00,N,1,5.56,4.78,3.0,7.50,7.46,,,,,340,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.853058,"40.772042,",Provisional
E8,,2021-08-03T00:00:00.000,11:20 AM,D,21.41,20.27,87.00,3,102,25.32,27.09,3.69,3.8,3.77,1.27,49.4,16.5,74.4,78.1,17.04,18.67,6.96,2.40,7.47,7.44,1096,1459,0,2.197E+02,2.252E+02,2.0,W,5.00,N,1,4.45,2.41,4.0,7.51,7.41,,,,,26,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.8205,"40.805,",Provisional
HR1,,2021-08-03T00:00:00.000,10:50 AM,D,,,12.30,,,,,,,,,,,,,,,,,,,,,,,,0.2,N,2.00,E,1,,,,7.73,,,,,,600,,,,92,,,,,,,,,,,,,,,,,,35.23,,,,,6.70,,,,23.56,,23.09,,,,,,,,,,,,,,,,3.05,,,-73.82131,"40.8687,",Provisional
HR2,,2021-08-03T00:00:00.000,10:30 AM,D,,,14.50,,,,,,,,,,,,,,,,,,,,,,,,0.6,N,2.00,E,1,,,,7.00,,,,,,430,,,,210,,,,,,,,,,,,,,,,,,77.68,,,,,0.56,,,,24.16,,23.56,,,,,,,,,,,,,,,,4.71,,"Red brownish water,a lot of dead fish",-73.82403,"40.88791,",Provisional
E4,,2021-08-03T00:00:00.000,1:39 PM,D,21.75,21.75,78.00,3,60,24.06,24.07,3.55,3.6,3.38,3.34,44.3,43.7,77.6,76.7,15.99,16.00,2.13,2.23,7.44,7.48,1339,1473,0,2.225E+02,2.234E+02,2.2,E,5.00,NE,1,4.09,3.97,5.0,7.39,7.40,,,,,7,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.922,"40.7825,",Provisional
E15,,2021-08-03T00:00:00.000,12:54 PM,D,22.90,22.60,13.00,3,10,23.25,23.40,3.53,3.5,6.03,5.35,80.2,70.8,61.9,62.6,15.07,15.27,12.70,10.07,7.61,7.61,1126,1602,115,2.354E+02,2.373E+02,0.0,0,1.00,N,1,6.64,,3.0,7.52,,,,,,1682,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.849560,"40.762560,",Provisional
WC1,,2021-08-03T00:00:00.000,11:47 AM,D,,,14.00,,,,,,,,,,,,,,,,,,,,,,,,0.3,N,2.00,E,1,,,,7.46,,,,,,250,,,,14,,,,,,,,,,,,,,,,,,37.29,,,,,6.44,,,,23.90,,23.54,,,,,,,,,,,,,,,,3.15,,,-73.84228,"40.82775,",Provisional
E12,,2021-08-03T00:00:00.000,11:00 AM,D,,,10.50,,,,,,,,,,,,,,,,,,,,,,,,0.8,N,2.00,E,1,,,,7.75,,,,E,,4,,<,,4,,,,,,,,,,,,,,,,,,24.44,,,,,7.33,,,,29.81,,22.67,,,,,,,,,,,,,,,,1.62,,,-73.80945,"40.85444,",Provisional
N1,,2021-08-03T00:00:00.000,5:57 PM,D,24.16,21.44,46.00,3,45,4.27,22.42,0.76,3.3,7.93,4.02,96.9,51.9,57.4,64.4,0.47,14.83,8.04,1.61,8.01,7.62,625,374,0,2.208E+02,2.396E+02,0.5,S,6.00,N,1,8.50,5.30,2.5,7.88,7.54,,,,,16,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.91617,"40.9145,",Provisional
GC3,,2021-08-04T00:00:00.000,9:17 AM,D,,,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27,,,,,,2000,,E,,20,,,,,,,,,,,,,,,,,,1.20,,,,,1.66,,,,18.58,,28.47,,,,,,,,,,,,,,,,6.63,,Oil slick,-73.98824,"40.67943,",Provisional
K5A,,2021-08-04T00:00:00.000,12:51 PM,D,23.10,22.60,19.00,3,17,20.19,22.86,3.12,3.5,5.54,3.86,72.7,51.0,71.216,79.0,12.72,14.87,8.95,4.15,7.71,7.69,1093,1150,29,1.520E+02,1.490E+02,1.0,SE,7.00,SE,1,.5.7,5.09,5.0,7.59,7.58,,,E,,26,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.24583,"40.4845,",Provisional
N8,,2021-08-04T00:00:00.000,11:03 AM,D,22.30,16.86,90.00,3,93,15.18,30.88,2.36,4.0,6.46,4.84,81.1,60.2,70.3,83.3,9.15,22.39,7.08,3.56,7.82,7.76,862,1113,0,1.766E+02,1.820E+02,2.0,S,1.00,S,1,6.35,5.89,4.5,7.70,7.74,,,E,,22,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0455,"40.60617,",Provisional
K4,,2021-08-04T00:00:00.000,1:40 PM,D,22.75,22.35,37.00,3,33,20.28,20.64,3.10,3.1,5.65,5.10,73.7,66.1,71.0,72.0,12.87,13.25,5.98,3.33,7.67,7.69,1301,1242,1,1.752E+02,1.673E+02,2.0,S,5.00,SE,1,6.78,6.52,4.5,7.58,7.59,,,E,,8,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.21167,"40.567,",Provisional
GC5,D,2021-08-04T00:00:00.000,9:44 AM,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.99005,"40.67614,",Provisional
NC2,,2021-08-04T00:00:00.000,9:39 AM,D,23.64,22.99,17.00,3,14,20.28,21.02,3.16,3.22,5.50,2.95,72.9,38.8,62.7,69.1,12.64,13.37,14.54,4.02,7.45,7.48,580,739,13,1.816E+02,1.807E+02,0.2,NW,0.00,0,1,5.81,5.80,3.5,7.38,7.39,,,,,240,220,E,E,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.9355,"40.72883,",Provisional
K2,,2021-08-04T00:00:00.000,2:38 PM,D,21.91,21.74,25.00,3,23,18.49,19.72,2.81,3.0,6.23,5.85,79.1,74.6,71.6742,73.5,11.74,12.71,5.55,4.52,7.75,7.74,1053,1410,5,2.046E+02,2.073E+02,1.0,NW,10.00,SE,1,7.43,7.72,4.5,7.74,7.72,,,E,,10,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.153,"40.64117,",Provisional
GB1,,2021-08-04T00:00:00.000,11:15 AM,D,22.07,19.80,15.00,3,12,20.40,25.84,3.08,3.6,8.64,5.08,111.4,64.9,56.8,77.4,13.15,17.84,16.54,3.63,8.03,7.87,819,802,48,1.899E+02,1.948E+02,1.0,S,4.00,W,1,9.89,7.91,3.5,8.08,7.95,,,,,36,,E,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.013667,"40.600000,",Provisional
NC3,,2021-08-04T00:00:00.000,9:51 AM,D,23.02,22.49,17.00,3,18,20.55,21.48,3.16,3.25,4.70,3.77,61.7,49.3,66.3,66.6,13.00,13.85,10.88,3.53,7.49,7.54,603,703,6,1.716E+02,1.701E+02,0.5,W,4.00,NE,1,5.70,6.27,4.0,7.39,7.40,,,,,144,84,E,E,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.94617,"40.73717,",Provisional
CIC2,,2021-08-04T00:00:00.000,11:11 AM,D,,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.40,,,,,,22000,,,,96,,,,,,,,,,,,,,,,,,5.02,,,,,3.05,,,,18.82,,27.98,,,,,,,,,,,,,,,,4.90,,,-73.98564,"40.58167,",Provisional
K5,,2021-08-04T00:00:00.000,1:04 PM,D,22.83,20.46,38.00,3,35,21.31,26.73,3.25,3.8,4.55,2.11,59.7,27.5,73.3,77.7,13.64,18.35,6.17,1.98,7.61,7.59,1039,914,1,1.770E+02,1.835E+02,2.2,S,6.00,S,1,5.97,3.52,5.5,7.57,7.51,,,E,,4,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.25883,"40.50883,",Provisional
GC5,,2021-08-04T00:00:00.000,9:44 AM,D,,,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14,,,,,,3500,,,,148,,,,,,,,,,,,,,,,,,1.17,,,,,0.20,,,,19.31,,28.52,,,,,,,,,,,,,,,,6.77,,Oil slick,-73.99005,"40.67614,",Provisional
K3,,2021-08-04T00:00:00.000,2:19 PM,D,22.13,20.16,44.00,3,42,19.70,24.30,2.99,3.5,5.92,4.42,76.1,56.3,73.9,67.4,12.61,16.58,4.94,2.02,7.71,7.68,858,969,0,2.034E+02,2.108E+02,2.0,W,3.00,SE,1,6.41,5.76,4.5,7.70,7.64,,,E,,12,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.19583,"40.6375,",Provisional
GC6,,2021-08-04T00:00:00.000,10:16 AM,D,,,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.27,7.23,,,,,441,1909,E,E,28,60,,,,,,,,,,,,,,,,,1.66,0.78,,,,2.12,1.38,,,20.70,20.76,28.54,27.92,,,,,,,,,,,,,,,1.77,3.71,Oil slick,-73.99639,"40.67417,",Provisional
K6,,2021-08-04T00:00:00.000,12:13 PM,D,22.74,21.36,18.00,3,15,21.05,24.25,3.21,3.5,11.33,4.96,148.4,64.5,54.5,77.7,13.46,16.24,17.84,6.63,8.20,7.96,896,730,17,1.574E+02,1.559E+02,1.0,E,5.00,SW,1,9.64,7.13,2.5,8.16,7.99,,,,,20,,<,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.10083,"40.51033,",Provisional
